id_cliente,primer_nombre,apellido_paterno,apellido_materno,correo,genero,idioma,estado_civil,cant_hijos,edad,estudios,Color_F
472,Fanya,Domegan,Woolatt,fwoolattd3@loc.gov,Female,English,Otro,4,17,CQA,Rojo
473,Shirl,Edmundson,Patek,spatekd4@dailymotion.com,Female,Burmese,Viudo,1,18,Dispute Resolution,Amarrillo
474,Maurise,Shawell,Domerq,mdomerqd5@51.la,Male,Lithuanian,Otro,2,19,SRDS,Verde
475,Lelia,Kinleyside,Babbidge,lbabbidged6@japanpost.jp,Female,Tok Pisin,Otro,3,20,JCAHO,Morado
476,Pall,Whatsize,Volk,pvolkd7@examiner.com,Male,Korean,Otro,4,21,Objective-C,Morado
477,Donielle,Epinay,Keveren,dkeverend8@arstechnica.com,Female,Afrikaans,Casado,1,22,PPC,Azul
478,Emmanuel,Linge,O'Kieran,eokierand9@dell.com,Male,Bislama,Otro,2,23,Online Gambling,Verde
479,Felice,Aingel,Napoleon,fnapoleonda@xinhuanet.com,Female,Hindi,Otro,3,24,Management Due Diligence,Morado
480,Anita,Sive,Height,aheightdb@epa.gov,Female,Malay,Viudo,4,25,PPC,Rojo
481,Ade,Buy,Rugiero,arugierodc@posterous.com,Male,Bengali,Casado,1,26,Construction,Amarrillo
482,Winnifred,Ghelerdini,Makinson,wmakinsondd@deliciousdays.com,Female,Kashmiri,Otro,2,27,Application Architecture,Morado
483,Chad,D'Ugo,Delahunty,cdelahuntyde@eventbrite.com,Male,Māori,Otro,3,28,IEX Total View,Morado
484,Dierdre,McDavitt,Pratley,dpratleydf@yellowpages.com,Female,Spanish,Casado,4,29,Objective-C,Rojo
485,Haze,Colville,Dulwitch,hdulwitchdg@harvard.edu,Male,Bulgarian,Casado,1,30,Brokers,Azul
486,Jeannie,Perrie,Baynard,jbaynarddh@lycos.com,Female,Dhivehi,Casado,2,31,DLS,Azul
487,Worth,Hardson,Basford,wbasforddi@pen.io,Male,Kyrgyz,Viudo,3,32,SSL Duality,Celeste
488,Felizio,Pratty,Dudman,fdudmandj@marriott.com,Male,Hungarian,Soltero,4,33,MCDBA,Azul
489,Leonid,Desbrow,Dunkinson,ldunkinsondk@thetimes.co.uk,Male,Mongolian,Casado,1,34,Erosion,Morado
490,Emmalee,Oswell,Freemantle,efreemantledl@apache.org,Female,Japanese,Viudo,2,35,Adobe Creative Suite,Otro
491,Dion,MacEveley,Estcourt,destcourtdm@netlog.com,Female,Nepali,Casado,3,36,Sleep Disorders,Celeste
492,Vita,Baniard,Thrower,vthrowerdn@vinaora.com,Female,Tajik,Otro,4,37,PC building,Amarrillo
493,Lucienne,Farherty,Sancto,lsanctodo@oracle.com,Female,Maltese,Casado,1,38,CVM,Amarrillo
494,Alistair,Sotheron,Raven,aravendp@qq.com,Male,Māori,Casado,2,39,SSL Duality,Rojo
495,Iggie,Kemble,Rowlin,irowlindq@dion.ne.jp,Male,Northern Sotho,Soltero,3,40,Construction,Amarrillo
496,Skyler,Carmichael,Warlock,swarlockdr@hubpages.com,Male,Estonian,Otro,4,41,Unit Testing,Morado
497,Kelly,Mincini,Flanner,kflannerds@xrea.com,Female,Assamese,Soltero,1,42,Unit Testing,Azul
498,Curtice,Gillivrie,Hoys,choysdt@google.it,Male,Aymara,Otro,2,43,Xpress,Otro
499,Kristal,Barniss,Maso,kmasodu@zdnet.com,Female,Kannada,Viudo,3,44,SDTM,Verde
500,Whitney,Fewkes,Bolte,wboltedv@hud.gov,Male,Guaraní,Casado,4,45,Online Gambling,Morado
